QCOM,open,high,low,close,volume,market_return,stock_return,residual_return,residual_price,residual_gap_pct,volume_gap_product,earnings_classification,is_earnings_date,event_strength
2024-04-12 04:00:00,172.28,173.39,170.96,171.29,8216680.0,-0.013803088803088781,-0.021926568834579996,0.0014232376199806232,110.32739871105777,0.1423237619980311,1169428.808733982,none,False,0.0
2024-04-15 04:00:00,174.27,174.38,168.5804,169.84,6570567.0,-0.01252813937555064,-0.008465176017280585,0.012797716344492414,111.7393374647876,1.2797716344492338,8408825.2688482,none,False,0.0
2024-04-16 04:00:00,169.5,169.57,167.45,168.58,6390091.0,-0.0018237684606997595,-0.007418747056052721,-0.003677414400192011,111.32842561612668,0.36774144001919806,2349901.2661937173,none,False,0.0
2024-04-17 04:00:00,169.22,170.1898,163.7704,164.32,8081978.0,-0.005918217385259994,-0.02526990153043074,-0.014826528010593677,109.67781159535389,1.4826528010593587,11982767.319800114,none,False,0.0
2024-04-18 04:00:00,162.36,164.1,159.86,161.44,9209372.0,-0.002057736489861184,-0.017526777020447915,-0.01340247138795585,108.20785786355354,1.3402471387955917,12342834.473104235,none,False,0.0
2024-04-19 04:00:00,161.29,161.39,156.34,157.63,10276082.0,-0.008728379244074214,-0.02360009910802774,-0.008556883226209452,107.28193585965684,0.8556883226209511,8793123.369695349,none,False,0.0
2024-04-22 04:00:00,158.04,161.64,157.16,160.18,7848681.0,0.00920914451894328,0.0161771236439765,0.001859119133675197,107.48138575931125,0.18591191336752022,1459163.3021213019,none,False,0.0
2024-04-23 04:00:00,160.96,162.255,159.68,161.35,6616694.0,0.01186664532137982,0.007304282681982688,-0.01136367936891551,106.26000175341572,1.136367936891547,7518998.909822677,none,False,0.0
2024-04-24 04:00:00,163.87,165.93,162.0,163.63,6130515.0,-0.0004746366063481666,0.014130771614502713,0.015663763908729113,107.92443333382238,1.5663763908729145,9602693.959892265,none,False,0.0
2024-04-25 04:00:00,164.08,164.625,161.73,163.3,6227492.0,-0.003798895945865799,-0.002016745095642536,0.004957595313164416,108.45947899869405,0.495759531316442,3087338.515196892,none,False,0.0
2024-04-26 04:00:00,162.9,166.52,162.51,165.66,7141339.0,0.0094738723708514,0.01445192896509484,-0.00029939805429392286,108.42700644171212,0.029939805429379795,213810.30016524167,none,False,0.0
2024-04-29 04:00:00,165.2,169.27,165.2,169.2,6623860.0,0.0035414945106835294,0.0213690691778341,0.016328215917417423,110.19742601417161,1.63282159174174,10815581.628674442,none,False,0.0
2024-04-30 04:00:00,169.23,169.24,165.81,165.85,6914197.0,-0.015841273575657788,-0.019799054373522473,0.00688697580388236,110.95635302078134,0.6886975803882533,4761790.74422772,none,False,0.0
2024-05-01 04:00:00,164.51,169.64,163.79,164.11,13113578.0,-0.003247141320371294,-0.010491407898703509,-0.004420212727530535,110.4659023369585,0.44202127275306813,5796480.437906634,none,False,0.0
2024-05-02 04:00:00,175.47,181.69,175.29,180.1,25894845.0,0.009353452583191757,0.09743464749253539,0.08288043084198898,119.62136391599469,8.288043084198904,214617591.01865256,surprising_positive,True,6.400000000000006
2024-05-03 04:00:00,182.24,183.19,177.8,179.64,10043912.0,0.01239530324931204,-0.0025541365907829627,-0.022087437812189276,116.9792344794909,2.208743781218925,22184428.169110134,none,False,0.0
2024-05-06 04:00:00,181.91,182.4,180.4,181.85,6980071.0,0.010326820395470282,0.012302382542863644,-0.0038451012295264153,116.52943748116475,0.38451012295264153,2683907.9584281677,none,False,0.0
2024-05-07 04:00:00,182.45,184.31,179.22,180.15,8011055.0,0.0011034322550669273,-0.009348364036293577,-0.010398450000030438,115.31771195198519,1.0398450000030368,8330255.486499328,none,False,0.0
2024-05-08 04:00:00,176.73,180.79,176.6151,180.55,6242590.0,9.668561704767598e-05,0.0022203719122952936,0.002818189544864869,115.64269912214601,0.2818189544864902,1759280.1870878187,none,False,0.0
2024-05-09 04:00:00,181.0,181.7099,179.44,180.54,5513454.0,0.005761905682631019,-5.538631957913154e-05,-0.008730742460214302,114.6330524987065,0.8730742460214325,4813654.694023851,none,False,0.0
2024-05-10 04:00:00,182.0,183.545,181.238,182.08,4702542.0,0.0012880404483150976,0.008529965658579997,0.00717770187365882,115.45585437440968,0.7177701873658737,3375344.4524358907,none,False,0.0
2024-05-13 04:00:00,183.18,184.725,182.9,184.21,6384837.0,0.00013439827970196383,0.011698154657293403,0.012234241929842541,116.86836922904287,1.223424192984246,7811364.054060955,none,False,0.0
2024-05-14 04:00:00,184.51,189.29,184.49,188.97,7713362.0,0.004588124628054802,0.025840073828782284,0.019086033288384083,119.09892281450753,1.9086033288383986,14721748.389735607,none,False,0.0
2024-05-15 04:00:00,190.01,196.08,190.0,194.61,11349079.0,0.012382954328301166,0.029846007302746447,0.01033291953979713,120.32956240122637,1.0332919539797425,11726912.015780462,none,False,0.0
2024-05-16 04:00:00,195.0,195.63,192.78,193.27,8173415.0,-0.002057457812676855,-0.0068855660038025235,-0.002761716526927893,119.9972462600649,0.27617165269279154,2257265.5286940527,none,False,0.0
2024-05-17 04:00:00,192.9,195.44,191.87,193.86,5689714.0,0.0014375153681740471,0.0030527241682620776,0.0014557908223103238,120.1719371498728,0.14557908223102878,828303.3422770357,none,False,0.0
2024-05-20 04:00:00,194.0,199.99,193.28,197.76,8879734.0,0.0011521390121822517,0.020117610646858353,0.01898779852642661,122.45373768100498,1.8987798526426625,16860660.01602604,none,False,0.0
2024-05-21 04:00:00,196.012,201.98,195.76,200.85,11498771.0,0.0024525525412217863,0.015625,0.012366592610150717,123.96807316849625,1.2366592610150828,14220061.647441665,none,False,0.0
2024-05-22 04:00:00,202.93,204.84,201.7,202.93,11170066.0,-0.002879403794037838,0.01035598705501628,0.015825247271299296,125.92989858013422,1.5825247271299192,17676905.648673188,none,False,0.0
2024-05-23 04:00:00,205.88,207.95,199.42,201.76,14475086.0,-0.007304229658569694,-0.005765534913517056,0.006946547061314853,126.80467654704772,0.6946547061314812,10055186.611557918,none,False,0.0
2024-05-24 04:00:00,203.89,211.3,203.56,210.36,13809903.0,0.006616472735569312,0.04262490087232362,0.032550737855518805,130.9322623321845,3.2550737855518763,44952253.236314215,surprising_positive,True,7.740000000000009
2024-05-28 04:00:00,217.225,217.43,211.3,213.08,12485382.0,0.0006988516168024983,0.012930214869746992,0.012542370887869282,132.57446332754256,1.2542370887869358,15659629.172072811,none,False,0.0
2024-05-29 04:00:00,208.65,210.66,206.7,208.26,12542915.0,-0.007002510333893097,-0.022620611976722493,-0.010402402383911099,131.19537041417843,1.040240238391088,13047644.889719155,none,False,0.0
2024-05-30 04:00:00,208.0,209.37,203.8221,204.8,12263870.0,-0.006633719825128281,-0.016613848074522153,-0.004999297021731231,130.53948578960188,0.4999297021731297,6131072.87658998,none,False,0.0
2024-05-31 04:00:00,208.0,209.05,198.71,204.05,15064863.0,0.00910813034576452,-0.003662109375,-0.017814767796252812,128.21395516201787,1.7814767796252906,26837703.622736193,none,False,0.0
2024-06-03 04:00:00,209.56,210.98,202.41,205.91,12419478.0,0.0008153668202588449,0.009115412888997643,0.008536849797118377,129.3084984391305,0.8536849797118329,10602321.824461555,none,False,0.0
2024-06-04 04:00:00,205.91,206.23,201.66,204.37,6595905.0,0.001117847669571903,-0.007478995677723255,-0.008552677661062161,128.20256453314465,0.8552677661062158,5641264.934798819,none,False,0.0
2024-06-05 04:00:00,206.93,212.5,205.365,211.9,11626287.0,0.011885160582145726,0.036844938102461144,0.018146669156411332,130.52901405673109,1.8146669156411166,21097838.37064841,none,False,0.0
2024-06-06 04:00:00,211.9,212.24,208.79,209.44,7597184.0,-1.8703125292174327e-05,-0.011609249646059472,-0.010822556762960895,129.1163563928888,1.0822556762960844,8222095.507865792,none,False,0.0
2024-06-07 04:00:00,209.73,209.8,204.89,206.62,5714393.0,-0.001215725881868801,-0.0134644766997708,-0.0107184247973024,127.73243243678994,1.071842479730234,6124929.1632730905,none,False,0.0
2024-06-10 04:00:00,205.285,210.5819,204.56,209.35,6470472.0,0.0030898297784685003,0.013212660923434205,0.008911119728669243,128.87067143546832,0.8911119728669314,5765915.06930024,none,False,0.0
2024-06-11 04:00:00,207.15,209.45,204.78,208.52,8197458.0,0.0024082440353956347,-0.003964652495820342,-0.0071505330518661,127.94917743995285,0.715053305186597,5861619.437028311,none,False,0.0
2024-06-12 04:00:00,212.5,215.62,210.88,215.39,9502803.0,0.008213055219294052,0.03294647995396116,0.02025893446596546,130.54129144068304,2.0258934465965384,19251666.321997926,none,False,0.0
2024-06-13 04:00:00,216.36,218.36,213.01,217.81,10102782.0,0.002013447613418151,0.011235433399879424,0.008695779430560215,131.67644971763167,0.8695779430559991,8785156.390703173,none,False,0.0
2024-06-14 04:00:00,217.64,218.05,213.65,215.33,6438225.0,0.0006083510000920445,-0.011386070428354933,-0.011625777544299293,130.1456086053914,1.1625777544299054,7484937.163014478,none,False,0.0
2024-06-17 04:00:00,217.09,222.67,213.4,222.22,12109084.0,0.007959025756291815,0.031997399340546906,0.019725664593645706,132.71281722907725,1.9725664593645664,23885972.95202812,none,False,0.0
2024-06-18 04:00:00,226.82,230.63,226.0,227.09,22037468.0,0.002540668981904526,0.021915219152191634,0.018512577459478922,135.16967353789622,1.8512577459478985,40797033.33607894,none,False,0.0
2024-06-20 04:00:00,224.2,225.9,212.84,215.47,18677868.0,-0.002716549071086094,-0.05116913998855077,-0.0459664502017014,128.95640347043627,4.5966450201701425,85855528.92959526,surprising_negative,True,13.060000000000002
2024-06-21 04:00:00,211.76,215.47,209.41,212.53,22734483.0,-0.004552102376599643,-0.013644590894324016,-0.005437356787049406,128.2552214947928,0.5437356787049485,12361549.544011114,none,False,0.0
2024-06-24 04:00:00,206.91,207.03,200.24,200.84,16084262.0,-0.0032506290058951226,-0.05500399943537382,-0.048927095410254424,121.98006603585377,4.892709541025441,78695622.14775294,surprising_negative,True,6.789999999999992
2024-06-25 04:00:00,203.14,203.15,199.17,202.17,12053664.0,0.0038508309687881326,0.006622186815375297,0.0010749929896876976,122.11119375172395,0.10749929896876065,1295760.4300049874,none,False,0.0
2024-06-26 04:00:00,200.31,201.15,195.7,197.33,10023790.0,0.0012480957362845935,-0.02394024830588104,-0.02522712817778712,119.03067901500661,2.522712817778705,25287143.515722007,none,False,0.0
2024-06-27 04:00:00,196.87,198.57,193.84,195.15,11936570.0,0.0015765063885171404,-0.011047483910201272,-0.01287192613835632,117.49852490652705,1.2871926138356304,15364664.738531971,none,False,0.0
2024-06-28 04:00:00,196.0,203.94,195.61,199.18,15547484.0,-0.003935062320405525,0.020650781450166633,0.02784800719062118,120.77062467301138,2.7848007190621082,43296644.62280662,surprising_positive,True,8.329999999999984
2024-07-01 04:00:00,199.47,200.6682,196.08,200.03,6800566.0,0.002057991253537228,0.00426749673662008,0.001654931051509868,120.970491729893,0.16549310515099336,1125446.7841242703,none,False,0.0
2024-07-02 04:00:00,198.25,200.48,197.09,200.16,5632945.0,0.006729746580115048,0.0006499025146227133,-0.009609673960489383,119.80800474552866,0.9609673960489284,5413076.488736832,none,False,0.0
2024-07-03 04:00:00,202.68,204.86,200.44,203.81,4996211.0,0.004462578095116854,0.01823541167066356,0.011686873264883157,121.20818571310818,1.1686873264883157,5839008.476161514,none,False,0.0
2024-07-05 04:00:00,205.85,206.75,203.98,205.75,6375172.0,0.005766510717005735,0.00951866934890333,0.0008357754103549327,121.30948853426094,0.08357754103549553,532821.1994383421,none,False,0.0
2024-07-08 04:00:00,207.24,210.435,206.1517,207.89,6920442.0,0.001153901629886045,0.010400972053462798,0.009268274774100992,122.43381820670214,0.9268274774101082,6414055.801422964,none,False,0.0
2024-07-09 04:00:00,206.48,208.55,204.66,207.12,5235289.0,0.000972482351246251,-0.003703881860599223,-0.004539621126475099,121.87801505897598,0.4539621126475213,2376622.8547603292,none,False,0.0
2024-07-10 04:00:00,208.74,209.24,206.5567,208.8,5159400.0,0.009895289842035249,0.008111239860950192,-0.007329888683553722,120.98466277562119,0.7329888683553776,3781782.767392735,none,False,0.0
2024-07-11 04:00:00,210.02,210.13,199.77,199.85,8602248.0,-0.00862253260172452,-0.042863984674329614,-0.02799402495846009,117.59781510628957,2.799402495846004,24081154.521086294,none,False,0.0
2024-07-12 04:00:00,201.66,206.08,200.25,202.43,7217219.0,0.006307504312823342,0.01290968226169631,0.003341257387697659,117.99073967479058,0.3341257387697638,2411458.630238176,none,False,0.0
2024-07-15 04:00:00,203.0,209.24,202.785,208.18,7446726.0,0.002750049108019681,0.02840488069950098,0.024659512992327354,120.90033385277536,2.465951299232705,18363263.654729962,none,False,0.0
2024-07-16 04:00:00,210.0,211.09,206.6201,209.64,5998488.0,0.005930226345876477,0.007013161687001501,-0.0019377118636948604,120.66606384154417,0.19377118636948465,1162334.1361831173,none,False,0.0
2024-07-17 04:00:00,199.73,200.0,190.56,191.6,16156207.0,-0.014021173388096053,-0.08605228009921773,-0.06234549964706864,113.14307780089803,6.23454996470686,100726679.78164671,surprising_negative,True,9.439999999999998
2024-07-18 04:00:00,193.78,193.9,186.95,191.46,9957716.0,-0.007684849355406476,-0.0007306889352817203,0.012604414307817294,114.56918002956213,1.2604414307817224,12551117.80235805,none,False,0.0
2024-07-19 04:00:00,191.69,193.0888,185.76,186.21,9085710.0,-0.006640610863822172,-0.027420871200250718,-0.0157950404798482,112.75955519325218,1.5795040479848255,14350915.723816209,none,False,0.0
2024-07-22 04:00:00,191.0,195.5,189.05,194.97,7590012.0,0.010309841709320589,0.0470436603834381,0.03092396834822403,116.24652810900812,3.0923968348223863,23471329.08506393,none,False,0.0
2024-07-23 04:00:00,194.2,196.24,192.15,193.35,5796721.0,-0.0015685567474984508,-0.00830897061086322,-0.00498538387450358,115.66699454230647,0.4985383874503424,2889887.9398395363,none,False,0.0
2024-07-24 04:00:00,189.335,189.61,180.69,181.07,13284672.0,-0.0226624291234786,-0.06351176622704935,-0.0256604573849597,112.69892655800724,2.56604573849597,34089075.97291674,none,False,0.0
2024-07-25 04:00:00,179.62,180.235,173.27,175.39,12700063.0,-0.005210354193226685,-0.03136908377975367,-0.0220843834114254,110.21004025384413,2.208438341142549,28047306.064125866,none,False,0.0
2024-07-26 04:00:00,179.01,181.3,177.57,180.05,6567842.0,0.01119964339443924,0.026569359712640628,0.008993186630922665,111.20117971444844,0.8993186630922523,5906582.886841144,none,False,0.0
2024-07-29 04:00:00,181.5,182.64,177.85,178.64,6045804.0,0.0005877599000807532,-0.007831158011663564,-0.008037160373622083,110.30743799934746,0.803716037362201,4859109.633548544,none,False,0.0
2024-07-30 04:00:00,179.34,179.4,166.7721,166.94,15338918.0,-0.005066451281298123,-0.06549484997760857,-0.05644569857178054,104.08105760381092,5.64456985717805,86581594.18452582,positive_anticipated,True,12.627900000000011
2024-07-31 04:00:00,175.58,181.08,173.41,180.95,19219187.0,0.01625461254612537,0.08392236731759906,0.05807191595205098,110.12524403318002,5.807191595205108,111609501.21307527,surprising_positive,True,7.670000000000016
2024-08-01 04:00:00,171.76,176.97,161.33,164.0,24795022.0,-0.014160962945480193,-0.09367228516164683,-0.06973668873371992,102.4454741683132,6.973668873371997,172912273.13597387,surprising_negative,True,15.639999999999986
2024-08-02 04:00:00,160.52,164.26,157.53,159.31,16618860.0,-0.018618441649325135,-0.028597560975609726,0.0026343053469726034,102.71534682868793,0.2634305346972621,4377915.175858941,none,False,0.0
2024-08-05 04:00:00,153.27,162.82,151.3901,157.95,12733905.0,-0.029123662976168085,-0.008536815014751231,0.039890630960880344,106.81272682304996,3.9890630960880413,50796350.50459099,negative_anticipated,True,11.429900000000004
2024-08-06 04:00:00,158.42,163.63,156.5,158.72,9301031.0,0.009219529166183404,0.004874960430516051,-0.009460042296503456,105.80227390949904,0.9460042296503435,8798814.666108964,none,False,0.0
2024-08-07 04:00:00,163.58,164.32,155.5,156.12,9266867.0,-0.006683903092980947,-0.016381048387096753,-0.004684354335813656,105.30665856897213,0.4684354335813712,4340928.8610859,none,False,0.0
2024-08-08 04:00:00,160.74,165.59,157.87,164.95,9590873.0,0.02311726371804257,0.05655905713553677,0.019475404565911097,107.35754834808714,1.9475404565911125,18678613.181527372,none,False,0.0
2024-08-09 04:00:00,164.07,165.89,161.98,164.48,4824606.0,0.004409686233864285,-0.002849348287359832,-0.009311310105663433,106.35790892323433,0.931131010566355,4492340.2603645,none,False,0.0
2024-08-12 04:00:00,160.56,163.39,157.42,162.89,8548033.0,0.0005253381864573914,-0.00966682879377434,-0.009770655531317632,105.31872243211416,0.9770655531317618,8351988.591333553,none,False,0.0
2024-08-13 04:00:00,164.3,169.56,163.28,169.47,11102075.0,0.016445702927222472,0.040395358831113004,0.014232119208482653,106.8176310446531,1.4232119208482663,15800605.486151516,none,False,0.0
2024-08-14 04:00:00,170.64,171.2587,164.7248,167.15,7208248.0,0.0031547487270313646,-0.013689738596801782,-0.018097543040695302,104.88449436931737,1.809754304069544,13045157.842800682,none,False,0.0
2024-08-15 04:00:00,171.75,174.64,170.61,173.34,10752143.0,0.01714022988505759,0.03703260544421183,0.009732522222282193,105.90528504153957,0.9732522222282158,10464547.068465555,none,False,0.0
2024-08-16 04:00:00,172.285,173.38,170.63,172.18,5435739.0,0.0022420308460049387,-0.00669205030575748,-0.009605863092012232,104.88797337271001,0.9605863092012279,5221496.463791173,none,False,0.0
2024-08-19 04:00:00,171.57,174.32,168.74,174.26,6708083.0,0.009561436741173823,0.012080380996631446,-0.0028142766635693237,104.5927895969581,0.28142766635693706,1887840.1444186415,none,False,0.0
2024-08-20 04:00:00,173.86,175.43,171.15,172.11,6222388.0,-0.0016261324851235548,-0.012337885917594216,-0.008920055742508943,103.65981608348874,0.892005574250887,5550404.781151828,none,False,0.0
2024-08-21 04:00:00,172.99,174.87,172.075,174.22,6309503.0,0.003436549131913269,0.012259601417697885,0.007390529080663788,104.42591696875002,0.7390529080663732,4663056.540603506,none,False,0.0
2024-08-22 04:00:00,174.3,174.585,168.38,169.0,6743476.0,-0.007848453497912966,-0.02996211686373551,-0.016359216496091324,102.71759078525537,1.63592164960914,11031798.382019645,none,False,0.0
2024-08-23 04:00:00,171.76,174.62,170.6301,173.5,6823561.0,0.010625292150587828,0.026627218934911268,0.009991178598158793,103.74386057996345,0.999117859815879,6817541.662643099,none,False,0.0
2024-08-26 04:00:00,171.97,172.38,168.53,169.49,7437611.0,-0.0023837902264601807,-0.023112391930835696,-0.018454381883707818,101.82933175873066,1.8454381883707849,13725651.369646622,none,False,0.0
2024-08-27 04:00:00,169.17,174.44,168.265,173.93,6498782.0,0.0013730630004100686,0.026196235766121845,0.024704801941715746,104.34500523168737,2.470480194171576,16055112.217238743,none,False,0.0
2024-08-28 04:00:00,174.38,175.72,169.63,171.85,6534566.0,-0.005805256784671253,-0.011958834013683695,-0.0017003612155588634,104.16758103175412,0.1700361215558832,1111112.2586909416,none,False,0.0
2024-08-29 04:00:00,173.42,176.3599,168.93,169.49,12514154.0,8.955758552753323e-05,-0.013732906604596917,-0.013123421380268863,102.80054597171112,1.3123421380268785,16422851.615957614,none,False,0.0
2024-08-30 04:00:00,172.29,175.46,170.8,175.3,11105353.0,0.0095459837019789,0.034279308513776696,0.01940994531983139,104.79589894787082,1.9409945319831312,21555429.44874246,none,False,0.0
2024-09-03 04:00:00,171.885,172.155,162.0,163.24,11579265.0,-0.02057905194436549,-0.06879634911580146,-0.03435523765234721,101.19561093452536,3.435523765234716,39780840.091450565,none,False,0.0
2024-09-04 04:00:00,163.0,168.24,162.63,165.33,6737013.0,-0.0020468048108969183,0.012803234501347793,0.016909646502613708,102.90679294304421,1.6909646502613729,11392050.831351323,none,False,0.0
2024-09-05 04:00:00,163.08,165.7994,161.85,163.7,5599389.0,-0.002432162628187684,-0.00985906973930939,-0.005121880828544514,102.37971661314225,0.5121880828544367,2867940.3170662215,none,False,0.0
2024-09-06 04:00:00,162.74,163.19,157.13,158.19,10703047.0,-0.01683011590036576,-0.0336591325595601,-0.005354505645371207,101.83152384256566,0.5354505645371321,5730952.558417458,none,False,0.0
2024-09-09 04:00:00,161.09,162.37,158.57,160.77,7489595.0,0.011196239544007724,0.016309501232695034,-0.001261100221410228,101.70310408530125,0.12611002214103495,944512.9912773847,none,False,0.0
2024-09-10 04:00:00,160.0,162.06,157.68,161.68,7918073.0,0.004355703592540339,0.005660259998755857,-0.0007133397774843359,101.63055521566358,0.07133397774843342,564827.6431924715,none,False,0.0
2024-09-11 04:00:00,162.36,166.9,159.2502,166.56,8275440.0,0.010258933289600813,0.030183077684314608,0.01414671561988996,103.0682937785911,1.4146715619890005,11707029.630946254,none,False,0.0
2024-09-12 04:00:00,165.88,166.31,162.9,164.98,6045562.0,0.008423217055661958,-0.009486071085494818,-0.022517622138424336,100.74744088483267,2.2517622138424342,13613168.073041694,none,False,0.0
2024-09-13 04:00:00,165.81,168.3,165.44,167.73,4049902.0,0.005222772719955637,0.016668687113589487,0.00887581631189529,101.64165666401999,0.8875816311895379,3594618.623317772,none,False,0.0
2024-09-16 04:00:00,164.93,167.34,163.79,166.61,6510034.0,0.0014768420490738343,-0.0066773981994870946,-0.008338703827836592,100.79409699252805,0.8338703827836746,5428524.543514737,none,False,0.0
2024-09-17 04:00:00,168.88,169.5,166.08,168.7,5828016.0,0.0004086418875701714,0.012544265050116854,0.012631453850495054,102.0672729770915,1.2631453850495244,7361631.514394789,none,False,0.0
