date,open,high,low,close,volume
2024-02-26 05:00:00,508.3,508.75,505.86,505.99,50386738.0
2024-02-27 05:00:00,506.7,507.16,504.75,506.93,48826828.0
2024-02-28 05:00:00,505.33,506.855,504.96,506.26,56506634.0
2024-02-29 05:00:00,508.07,509.74,505.35,508.08,83271045.0
2024-03-01 05:00:00,508.98,513.29,508.56,512.85,76692344.0
2024-03-04 05:00:00,512.03,514.2,512.0,512.3,49799257.0
2024-03-05 05:00:00,510.24,510.7,504.91,507.18,72820623.0
2024-03-06 05:00:00,510.55,512.069,508.42,509.75,68214867.0
2024-03-07 05:00:00,513.14,515.89,509.8053,514.81,58639485.0
2024-03-08 05:00:00,515.46,518.2201,511.13,511.72,86532535.0
2024-03-11 04:00:00,510.48,511.88,508.5,511.28,62557183.0
2024-03-12 04:00:00,513.45,517.38,510.86,516.78,72869439.0
2024-03-13 04:00:00,517.11,517.29,514.49,515.97,55104088.0
2024-03-14 04:00:00,516.97,517.125,511.82,514.95,110149920.0
2024-03-15 04:00:00,510.21,511.7,508.122,509.83,107646297.0
2024-03-18 04:00:00,514.0,515.48,512.44,512.86,88493331.0
2024-03-19 04:00:00,512.15,515.995,511.12,515.71,60755263.0
2024-03-20 04:00:00,515.77,520.62,515.08,520.48,69594574.0
2024-03-21 04:00:00,523.39,524.11,521.91,522.2,60256112.0
2024-03-22 04:00:00,522.11,522.605,520.97,521.21,78920842.0
2024-03-25 04:00:00,519.8,520.95,519.61,519.77,48512108.0
2024-03-26 04:00:00,521.23,521.58,518.4,518.81,65463744.0
2024-03-27 04:00:00,521.71,523.21,519.485,523.17,82999777.0
2024-03-28 04:00:00,523.21,524.61,522.78,523.07,96294886.0
2024-04-01 04:00:00,523.83,524.38,520.97,522.16,62477540.0
2024-04-02 04:00:00,518.24,518.98,516.48,518.84,74230308.0
2024-04-03 04:00:00,517.72,520.95,517.665,519.41,59155759.0
2024-04-04 04:00:00,523.52,523.8674,512.755,513.07,96583574.0
2024-04-05 04:00:00,514.46,520.44,514.01,518.43,74546483.0
2024-04-08 04:00:00,519.15,520.18,517.89,518.72,48331202.0
2024-04-09 04:00:00,520.5,520.75,514.35,519.32,68124385.0
2024-04-10 04:00:00,513.48,516.16,512.09,514.12,82652806.0
2024-04-11 04:00:00,515.68,519.48,512.08,518.0,69873607.0
2024-04-12 04:00:00,514.37,515.815,509.08,510.85,92561094.0
2024-04-15 04:00:00,515.13,515.3,503.58,504.45,92043047.0
2024-04-16 04:00:00,504.94,506.5,502.21,503.53,73484020.0
2024-04-17 04:00:00,506.05,506.22,499.12,500.55,75849825.0
2024-04-18 04:00:00,501.98,504.13,498.56,499.52,74548085.0
2024-04-19 04:00:00,499.44,500.455,493.86,495.16,102211087.0
