date,open,high,low,close,volume
2024-02-26 05:00:00,156.0,157.48,155.79,157.03,6307616.0
2024-02-27 05:00:00,157.75,159.2,157.49,158.3,6021410.0
2024-02-28 05:00:00,156.0,156.5397,154.96,155.85,5210958.0
2024-02-29 05:00:00,156.87,158.2,156.18,157.79,8321448.0
2024-03-01 05:00:00,159.39,164.0,158.07,163.09,10405715.0
2024-03-04 05:00:00,165.12,167.83,164.72,166.56,11865142.0
2024-03-05 05:00:00,164.73,165.59,160.23,161.45,9603135.0
2024-03-06 05:00:00,164.82,169.25,164.33,167.89,12230453.0
2024-03-07 05:00:00,169.6,177.59,169.43,175.72,14495135.0
2024-03-08 05:00:00,174.82,175.47,170.54,170.57,11317959.0
2024-03-11 04:00:00,169.0,171.98,168.1201,171.12,7256262.0
2024-03-12 04:00:00,172.91,173.9,170.58,173.08,7642226.0
2024-03-13 04:00:00,171.22,171.5,168.6,169.25,8730467.0
2024-03-14 04:00:00,169.6,169.95,166.71,168.45,8149816.0
2024-03-15 04:00:00,167.1,168.77,165.85,167.2,16414624.0
2024-03-18 04:00:00,170.91,171.46,166.35,166.92,6653663.0
2024-03-19 04:00:00,166.09,166.46,163.63,164.1,7404369.0
2024-03-20 04:00:00,164.1,168.1725,163.83,167.67,5995811.0
2024-03-21 04:00:00,170.74,172.915,169.6301,170.85,8431474.0
2024-03-22 04:00:00,169.55,171.9,169.3,170.1,5624966.0
2024-03-25 04:00:00,167.88,168.77,166.97,167.52,5682477.0
2024-03-26 04:00:00,168.05,169.42,167.0,167.07,5289949.0
2024-03-27 04:00:00,169.45,169.48,166.97,169.13,6284666.0
2024-03-28 04:00:00,169.1,169.89,167.98,169.3,5323975.0
2024-04-01 04:00:00,168.27,172.8,168.21,171.72,6679060.0
2024-04-02 04:00:00,170.47,171.4,169.28,171.04,7436314.0
2024-04-03 04:00:00,170.0,173.96,169.33,173.91,6921555.0
2024-04-04 04:00:00,175.0,175.95,169.41,169.76,8805689.0
2024-04-05 04:00:00,170.18,172.24,169.71,171.53,5863321.0
2024-04-08 04:00:00,172.93,174.39,172.355,173.62,4812025.0
2024-04-09 04:00:00,175.27,175.99,173.37,175.57,5030472.0
2024-04-10 04:00:00,172.42,173.71,170.07,170.86,6177357.0
2024-04-11 04:00:00,171.67,175.625,170.5,175.13,6262569.0
2024-04-12 04:00:00,172.28,173.39,170.96,171.29,8216680.0
2024-04-15 04:00:00,174.27,174.38,168.5804,169.84,6570567.0
2024-04-16 04:00:00,169.5,169.57,167.45,168.58,6390091.0
2024-04-17 04:00:00,169.22,170.1898,163.7704,164.32,8081978.0
2024-04-18 04:00:00,162.36,164.1,159.86,161.44,9209372.0
2024-04-19 04:00:00,161.29,161.39,156.34,157.63,10276082.0
2024-04-22 04:00:00,158.04,161.64,157.16,160.18,7848681.0
2024-04-23 04:00:00,160.96,162.255,159.68,161.35,6616694.0
2024-04-24 04:00:00,163.87,165.93,162.0,163.63,6130515.0
2024-04-25 04:00:00,164.08,164.625,161.73,163.3,6227492.0
2024-04-26 04:00:00,162.9,166.52,162.51,165.66,7141339.0
2024-04-29 04:00:00,165.2,169.27,165.2,169.2,6623860.0
