EH,open,high,low,close,volume,market_return,stock_return,residual_return,residual_price,residual_gap_pct,volume_gap_product,earnings_classification,is_earnings_date,event_strength
2024-03-25 04:00:00,18.2,19.09,17.18,17.52,1514885.0,-0.0027628019416359173,-0.06460224239188472,-0.06339766545074373,151.19774315624784,6.339766545074377,9604017.242634997,none,False,0.0
2024-03-26 04:00:00,17.97,18.03,17.23,17.4,793243.0,-0.001846970775535417,-0.006849315068493178,-0.006641672078013559,150.19353732726833,0.6641672078013472,526845.9884179641,none,False,0.0
2024-03-27 04:00:00,17.79,18.79,17.57,18.79,1792215.0,0.008403847265858522,0.0798850574712644,0.06893410605505804,160.54699455817055,6.89341060550579,12354473.888346558,none,False,0.0
2024-03-28 04:00:00,19.71,21.2,19.115,20.57,4156511.0,-0.00019114245847418054,0.09473124002128808,0.09313642036707137,175.49976693201023,9.313642036707126,38712255.575635575,surprising_positive,True,2.085000000000001
2024-04-01 04:00:00,20.34,21.08,19.73,20.4,1544844.0,-0.001739728908176863,-0.008264462809917439,-0.008173558649103652,174.06530929408743,0.8173558649103629,1262687.3037715848,none,False,0.0
2024-04-02 04:00:00,18.82,18.92,17.52,17.8,2951138.0,-0.006358204381798571,-0.12745098039215674,-0.12233260482571809,152.77144659834744,12.233260482571806,36102039.874015994,surprising_negative,True,1.4000000000000021
2024-04-03 04:00:00,17.92,19.1,17.92,18.89,1333026.0,0.0010986045794463273,0.06123595505617985,0.05823717290596876,161.66842374899036,5.823717290596875,7763166.565015189,none,False,0.0
2024-04-04 04:00:00,19.1,19.515,18.29,18.6,1186387.0,-0.012206156985810623,-0.015352038115404976,-0.0038678358457522946,161.04311682448775,0.3867835845752232,458875.01655344537,none,False,0.0
2024-04-05 04:00:00,18.18,19.55,18.13,19.36,1256010.0,0.010446917574599812,0.04086021505376336,0.027685266213397605,165.50163838560897,2.768526621339751,3477297.1216689404,none,False,0.0
2024-04-08 04:00:00,20.74,21.98,19.55,20.3,3285259.0,0.00055938120864929,0.04855371900826455,0.04614191195262962,173.13820041201367,4.614191195262962,15158813.151958404,none,False,0.0
2024-04-09 04:00:00,20.25,21.68,19.89,20.15,1812287.0,0.001156693399136488,-0.007389162561576512,-0.010451177672890619,171.3287023175432,1.04511776728905,1894053.3431269703,none,False,0.0
2024-04-10 04:00:00,20.01,20.74,19.1906,19.34,1370005.0,-0.010013094046060322,-0.04019851116625306,-0.031101581771232373,166.000108672655,3.1101581771232345,4260932.253449717,none,False,0.0
2024-04-11 04:00:00,19.0,19.1871,17.6,18.57,1953569.0,0.007546876215669407,-0.039813857290589394,-0.0498319473167372,157.72800000270658,4.983194731673734,9735014.748761125,none,False,0.0
2024-04-12 04:00:00,18.25,18.36,16.816,16.89,2115318.0,-0.013803088803088781,-0.0904684975767367,-0.07724594482888981,145.54415161652636,7.724594482888991,16339973.752355775,none,False,0.0
2024-04-15 04:00:00,17.28,17.33,16.11,16.37,1550316.0,-0.01252813937555064,-0.030787448194197764,-0.018952749907671512,142.78568971041412,1.8952749907671484,2938275.1425861623,none,False,0.0
2024-04-16 04:00:00,15.7,16.43,15.62,16.36,1010171.0,-0.0018237684606997595,-0.0006108735491754391,-0.00042848758886666546,142.72450781450544,0.042848758886659954,43284.573613296176,none,False,0.0
2024-04-17 04:00:00,17.4,18.13,17.1203,17.31,1709903.0,-0.005918217385259994,0.05806845965770169,0.06270788452783843,151.67445976983,6.270788452783838,10722439.987780442,none,False,0.0
2024-04-18 04:00:00,17.55,18.505,16.92,18.29,1551964.0,-0.002057736489861184,0.05661467359907579,0.05705174697369643,160.32775267099044,5.705174697369642,8854225.744028578,none,False,0.0
2024-04-19 04:00:00,18.29,18.75,17.41,17.49,1011885.0,-0.008728379244074214,-0.04373974849644624,-0.03604130372438346,154.54933144152744,3.604130372438341,3646965.461914771,none,False,0.0
2024-04-22 04:00:00,16.41,17.03,15.7,17.0,1817366.0,0.00920914451894328,-0.028016009148084553,-0.03984357210765309,148.39153401004737,3.9843572107653102,7241035.326699709,none,False,0.0
2024-04-23 04:00:00,17.06,17.42,16.61,17.35,850359.0,0.01186664532137982,0.020588235294117796,0.005867832614822906,149.26227069307515,0.5867832614823154,498976.42745084025,none,False,0.0
2024-04-24 04:00:00,18.1,18.11,17.045,17.48,1440798.0,-0.0004746366063481666,0.007492795389048901,0.00620657512660958,150.18867818970006,0.6206575126609604,894242.1029268864,none,False,0.0
2024-04-25 04:00:00,17.48,18.34,17.03,18.19,1449443.0,-0.003798895945865799,0.04061784897025178,0.04295027275383154,156.6393228824851,4.295027275383134,6225397.219113156,none,False,0.0
2024-04-26 04:00:00,17.69,18.32,17.69,18.24,1137770.0,0.0094738723708514,0.0027487630566243038,-0.00936697112163794,155.17208686853195,0.9366971121637868,1065745.8733065918,none,False,0.0
2024-04-29 04:00:00,18.35,19.3,18.0914,18.68,1626300.0,0.0035414945106835294,0.02412280701754388,0.018464801202179713,158.03730860468676,1.8464801202179748,3002930.6195104923,none,False,0.0
2024-04-30 04:00:00,18.07,18.7623,17.51,17.82,1031044.0,-0.015841273575657788,-0.04603854389721629,-0.03059731190726978,153.2017917803237,3.0597311907269775,3154717.485811906,none,False,0.0
2024-05-01 04:00:00,17.5,18.12,17.48,17.76,751493.0,-0.003247141320371294,-0.0033670033670032407,-0.0016351956565060681,152.95127687583556,0.1635195656506161,122883.80894947844,none,False,0.0
2024-05-02 04:00:00,18.24,18.5,17.705,18.32,1074762.0,0.009353452583191757,0.03153153153153143,0.019546881093474813,155.9409972980227,1.9546881093475132,2100824.501778552,none,False,0.0
2024-05-03 04:00:00,18.01,18.035,17.38,17.38,1054550.0,0.01239530324931204,-0.05131004366812231,-0.06660592036069629,145.55440365102302,6.660592036069635,7023927.3316372335,none,False,0.0
2024-05-06 04:00:00,18.09,19.28,17.8,18.7,3432192.0,0.010326820395470282,0.07594936708860756,0.06290515081084139,154.7105253638727,6.290515081084136,21590255.537176322,none,False,0.0
2024-05-07 04:00:00,18.73,19.09,18.15,18.39,1113483.0,0.0011034322550669273,-0.016577540106951782,-0.01958157745474415,151.68104922839586,1.9581577454744203,2180375.360904094,none,False,0.0
2024-05-08 04:00:00,18.2,18.45,17.55,17.73,1123676.0,9.668561704767598e-05,-0.03588907014681897,-0.037797206917839034,145.94792922519525,3.7797206917839055,4247181.428060972,none,False,0.0
2024-05-09 04:00:00,18.0,18.3,17.74,17.79,711017.0,0.005761905682631019,0.0033840947546530664,-0.004690954030724361,145.26329419832044,0.46909540307243924,333534.80620635656,none,False,0.0
2024-05-10 04:00:00,17.8,18.05,17.2,17.36,1031632.0,0.0012880404483150976,-0.02417088251826871,-0.027375876311126153,141.2865842238005,2.7375876311126035,2824183.003059957,none,False,0.0
2024-05-13 04:00:00,17.72,18.2,17.42,17.94,988346.0,0.00013439827970196383,0.03341013824884809,0.03146094911450872,145.73159426062824,3.1460949114508807,3109430.321352832,none,False,0.0
2024-05-14 04:00:00,17.93,18.5382,17.82,18.12,1264204.0,0.004588124628054802,0.010033444816053505,0.00323612300401401,146.20319962522672,0.3236123004014102,409111.9646166644,none,False,0.0
2024-05-15 04:00:00,18.41,18.68,17.57,17.88,1270922.0,0.012382954328301166,-0.013245033112582849,-0.02852746730716651,142.03239262771493,2.8527467307166487,3625618.5804958646,none,False,0.0
2024-05-16 04:00:00,18.1,19.4942,18.1,18.98,2354468.0,-0.002057457812676855,0.06152125279642062,0.061958022815186364,150.8324388506384,6.195802281518636,14587818.20616262,none,False,0.0
2024-05-17 04:00:00,19.58,19.64,18.68,19.15,1881707.0,0.0014375153681740471,0.008956796628029506,0.005589090942526753,151.6754550684577,0.5589090942526687,1051703.1550189063,none,False,0.0
2024-05-20 04:00:00,20.05,20.4,16.65,17.0,4393433.0,0.0011521390121822517,-0.11227154046997379,-0.11532859787385535,134.1829375035335,11.53285978738554,50668846.77427261,positive_anticipated,True,3.75
2024-05-21 04:00:00,17.21,17.61,16.365,16.47,2128469.0,0.0024525525412217863,-0.03117647058823536,-0.035649101566140304,129.399436336027,3.5649101566140096,7587800.756138064,none,False,0.0
2024-05-22 04:00:00,16.51,16.6081,16.07,16.21,1255413.0,-0.002879403794037838,-0.015786278081359906,-0.014454773438179207,127.52899680076162,1.4454773438179358,1814671.0486345063,none,False,0.0
2024-05-23 04:00:00,16.03,16.1,15.21,15.77,1881189.0,-0.007304229658569694,-0.027143738433066056,-0.020995560921130536,124.85145397922057,2.099556092113053,3949661.825366062,none,False,0.0
2024-05-24 04:00:00,15.77,16.17,15.66,16.025,605028.0,0.006616472735569312,0.016169942929613157,0.007164649640963026,125.7459709041465,0.7164649640962972,433481.36429725453,none,False,0.0
2024-05-28 04:00:00,16.2,16.69,15.7,15.84,1167480.0,0.0006988516168024983,-0.011544461778471016,-0.014108090250702367,123.97193539796861,1.4108090250702365,1647091.3205889997,none,False,0.0
2024-05-29 04:00:00,15.52,16.59,15.36,16.54,1032950.0,-0.007002510333893097,0.044191919191919116,0.0500116581777653,130.1719774547278,5.001165817776521,5165954.231472257,none,False,0.0
2024-05-30 04:00:00,16.68,16.78,16.32,16.66,794384.0,-0.006633719825128281,0.007255139056832061,0.012673428744512546,131.82170273553257,1.2673428744512494,1006756.9019780813,none,False,0.0
2024-05-31 04:00:00,17.15,17.58,16.74,16.97,1293345.0,0.00910813034576452,0.018607442977190747,0.006889839650431695,132.7299331298273,0.6889839650431995,891093.9662687968,none,False,0.0
2024-06-03 04:00:00,17.2,17.38,16.62,16.92,670708.0,0.0008153668202588449,-0.0029463759575719672,-0.0056368378095718145,131.98175602429913,0.5636837809571915,378067.221358236,none,False,0.0
2024-06-04 04:00:00,16.85,16.86,16.38,16.48,553275.0,0.001117847669571903,-0.026004728132387744,-0.0290244574730548,128.15105715935277,2.902445747305471,1605850.6708404345,none,False,0.0
2024-06-05 04:00:00,16.52,16.62,16.07,16.22,930583.0,0.011885160582145726,-0.015776699029126262,-0.03051725661551115,124.24023846247177,3.051725661551119,2839884.021303225,none,False,0.0
2024-06-06 04:00:00,16.06,16.35,15.96,16.08,446003.0,-1.8703125292174327e-05,-0.008631319358816336,-0.010413848966616004,122.94641938354722,1.0413848966616013,464460.7880657642,none,False,0.0
2024-06-07 04:00:00,15.85,16.1,15.75,15.94,1102232.0,-0.001215725881868801,-0.008706467661691475,-0.009185970390828937,121.81703721543154,0.9185970390828802,1012507.0515824012,none,False,0.0
2024-06-10 04:00:00,15.85,16.01,15.3701,15.45,916794.0,0.0030898297784685003,-0.03074027603513174,-0.03590661927934889,117.44299923839876,3.5906619279349017,3291897.3115591505,none,False,0.0
2024-06-11 04:00:00,15.51,15.6,14.842,14.9,1382851.0,0.0024082440353956347,-0.03559870550161803,-0.04002310416837632,112.7425658460338,4.002310416837618,5534598.962234317,none,False,0.0
2024-06-12 04:00:00,15.07,15.335,14.9,14.9,707764.0,0.008213055219294052,0.0,-0.010743263497540997,111.531342753761,1.0743263497540956,760369.5146073577,none,False,0.0
2024-06-13 04:00:00,15.1,15.13,14.19,14.41,1107796.0,0.002013447613418151,-0.03288590604026842,-0.036880546503508874,107.41800588073211,3.6880546503509026,4085612.1894401284,none,False,0.0
2024-06-14 04:00:00,14.23,14.43,13.92,14.27,691431.0,0.0006083510000920445,-0.009715475364330373,-0.012180588803776147,106.1095913209773,1.218058880377615,842203.6697183746,none,False,0.0
2024-06-17 04:00:00,14.31,14.35,13.84,14.03,756080.0,0.007959025756291815,-0.016818500350385457,-0.027285238429804338,103.21436582209533,2.728523842980446,2062982.3072006556,none,False,0.0
2024-06-18 04:00:00,14.0,15.0,13.87,14.51,858759.0,0.002540668981904526,0.03421240199572351,0.02964385129529798,106.274037134064,2.9643851295297896,2545692.4094498726,none,False,0.0
2024-06-20 04:00:00,14.5,14.5,13.6808,14.05,740936.0,-0.002716549071086094,-0.031702274293590516,-0.030548046214416077,103.02757293630005,3.054804621441609,2263414.71699246,none,False,0.0
2024-06-21 04:00:00,14.04,14.53,13.85,14.35,859924.0,-0.004552102376599643,0.021352313167259718,0.024504644691970702,105.55222700458017,2.450464469197078,2107213.208209828,none,False,0.0
2024-06-24 04:00:00,14.06,14.59,13.98,14.15,529061.0,-0.0032506290058951226,-0.013937282229965153,-0.01220167797678999,104.26431272093726,1.2201677976789949,645543.1952078467,none,False,0.0
2024-06-25 04:00:00,14.03,14.08,13.3001,13.64,1093348.0,0.0038508309687881326,-0.03604240282685511,-0.0420371388482625,99.88133933016854,4.2037138848262545,4596122.168547016,none,False,0.0
2024-06-26 04:00:00,13.66,13.83,13.41,13.64,371217.0,0.0012480957362845935,0.0,-0.00316151171772545,99.56556330549411,0.3161511717725385,117360.68953188643,none,False,0.0
2024-06-27 04:00:00,13.37,13.7293,13.26,13.59,323823.0,0.0015765063885171404,-0.003665689149560114,-0.007184694410952043,98.85021515928983,0.7184694410952042,232656.9298237723,none,False,0.0
2024-06-28 04:00:00,13.63,13.75,13.265,13.58,509522.0,-0.003935062320405525,-0.0007358351729211954,0.0017448134000541053,99.02269033929801,0.17448134000543902,88902.0813222513,none,False,0.0
2024-07-01 04:00:00,13.71,14.48,13.6,14.12,950278.0,0.002057991253537228,0.03976435935198808,0.03572123062064267,102.55990269758455,3.5721230620642475,3394509.959172289,none,False,0.0
2024-07-02 04:00:00,14.12,14.68,13.6,13.77,826829.0,0.006729746580115048,-0.024787535410764838,-0.03391613367693655,99.08146732779967,3.3916133676936466,2804284.28919677,none,False,0.0
2024-07-03 04:00:00,14.0,14.7299,13.85,14.39,761403.0,0.004462578095116854,0.04502541757443734,0.038364760254398694,102.88270406748472,3.836476025439839,2921104.35519797,none,False,0.0
2024-07-05 04:00:00,14.55,14.68,14.2427,14.59,646480.0,0.005766510717005735,0.013898540653231262,0.005818479027843524,103.48132492342921,0.5818479027843493,376153.03219202615,none,False,0.0
2024-07-08 04:00:00,14.55,14.55,14.13,14.38,453557.0,0.001153901629886045,-0.01439342015078815,-0.01745239626359336,101.67532783498385,1.7452396263593517,791565.6492126685,none,False,0.0
2024-07-09 04:00:00,14.44,14.77,14.28,14.62,482130.0,0.000972482351246251,0.016689847009735637,0.013828356028333629,103.08133046758354,1.3828356028333655,666706.5291940505,none,False,0.0
2024-07-10 04:00:00,14.55,15.26,14.55,15.02,671531.0,0.009895289842035249,0.02735978112175097,0.014785310224346612,104.60541991688517,1.4785310224346704,992879.4160265767,none,False,0.0
2024-07-11 04:00:00,15.36,15.66,15.1001,15.32,751216.0,-0.00862253260172452,0.01997336884154466,0.02755659356516639,107.48798895824834,2.7556593565166487,2070095.3991650108,none,False,0.0
2024-07-12 04:00:00,15.56,15.92,15.49,15.78,893795.0,0.006307504312823342,0.030026109660574285,0.021357145950692772,109.7836256263761,2.1357145950692713,1908891.0264999394,none,False,0.0
2024-07-15 04:00:00,15.49,15.6,14.0,15.42,1125670.0,0.002750049108019681,-0.02281368821292773,-0.027610161006468674,106.75248204695798,2.7610161006468625,3107992.994015154,none,False,0.0
2024-07-16 04:00:00,15.23,15.4,14.0,15.27,795681.0,0.005930226345876477,-0.009727626459144045,-0.017985901793255044,104.83244238867515,1.798590179325521,1431104.03247591,none,False,0.0
2024-07-17 04:00:00,15.12,15.15,14.26,14.59,865790.0,-0.014021173388096053,-0.04453176162409955,-0.031071811488003285,101.57510850094727,3.107181148800331,2690166.3668198385,none,False,0.0
2024-07-18 04:00:00,14.43,14.496,13.43,13.58,1730964.0,-0.007684849355406476,-0.06922549691569568,-0.06266299336626278,95.21010815077499,6.26629933662628,10846738.564923972,none,False,0.0
2024-07-19 04:00:00,13.64,13.66,11.822,12.01,3166008.0,-0.006640610863822172,-0.11561119293078059,-0.11018540195827431,84.71934411369108,11.01854019582743,34884786.40831121,none,False,0.0
2024-07-22 04:00:00,12.43,12.62,12.1,12.3,972787.0,0.010309841709320589,0.024146544546211457,0.011120810527279444,85.66149188757483,1.1120810527279534,1081817.9910400677,none,False,0.0
2024-07-23 04:00:00,12.3,12.3,11.9,11.91,791624.0,-0.0015685567474984508,-0.03170731707317076,-0.03180274347709956,82.93722143520864,3.180274347709955,2517581.5002315454,none,False,0.0
2024-07-24 04:00:00,11.9,12.265,11.82,11.97,628397.0,-0.0226624291234786,0.005037783375314797,0.027904228439543724,85.25152060827772,2.7904228439543655,1753493.3438723914,none,False,0.0
2024-07-25 04:00:00,12.0,12.64,11.92,12.42,756691.0,-0.005210354193226685,0.037593984962405846,0.041462860767733735,88.78629253749631,4.1462860767733645,3137457.357719714,none,False,0.0
2024-07-26 04:00:00,12.71,12.79,12.4,12.79,435630.0,0.01119964339443924,0.029790660225442744,0.015796326816049346,90.18878983120396,1.5796326816049255,688135.3850875538,none,False,0.0
2024-07-29 04:00:00,13.05,13.44,12.65,12.78,659805.0,0.0005877599000807532,-0.0007818608287724071,-0.00322455969286569,89.89797069476593,0.3224559692865614,212758.06081511965,none,False,0.0
2024-07-30 04:00:00,12.7,12.955,12.42,12.47,382704.0,-0.005066451281298123,-0.024256651017214304,-0.02054442165919117,88.05106887850704,2.0544421659191237,786243.2346659123,none,False,0.0
2024-07-31 04:00:00,12.8,13.22,12.74,12.76,540024.0,0.01625461254612537,0.023255813953488413,0.003758861116630794,88.38204061759225,0.37588611166310404,202987.52156475608,none,False,0.0
2024-08-01 04:00:00,12.85,12.85,12.1,12.21,598403.0,-0.014160962945480193,-0.04310344827586199,-0.029491329311205804,85.77553675254246,2.9491329311205905,1764769.9933813547,none,False,0.0
2024-08-02 04:00:00,11.84,11.91,11.58,11.86,489624.0,-0.018618441649325135,-0.028665028665028736,-0.010200692371785343,84.90056688910501,1.0200692371785336,499450.38018430234,none,False,0.0
2024-08-05 04:00:00,10.54,11.8,10.4,11.59,943818.0,-0.029123662976168085,-0.02276559865092742,0.007134264393970965,85.5062699804899,0.7134264393970913,673344.7151788839,none,False,0.0
2024-08-06 04:00:00,11.73,12.1,11.5044,12.06,536079.0,0.009219529166183404,0.04055220017256267,0.028713332937945923,87.96143997872159,2.8713332937945646,1539261.4808040964,none,False,0.0
2024-08-07 04:00:00,12.3,12.3755,11.7,11.75,560924.0,-0.006683903092980947,-0.02570480928689889,-0.020231892277797932,86.1818136004721,2.023189227779798,1134855.3944031554,none,False,0.0
2024-08-08 04:00:00,11.9,12.64,11.87,12.59,447817.0,0.02311726371804257,0.07148936170212772,0.044522025460476095,90.01880249982233,4.452202546047612,1993771.9875634036,none,False,0.0
2024-08-09 04:00:00,12.55,12.95,12.36,12.74,352904.0,0.004409686233864285,0.011914217633042234,0.005311136091321845,90.49690461067671,0.5311136091321833,187432.117117184,none,False,0.0
2024-08-12 04:00:00,12.54,12.7299,12.25,12.45,619208.0,0.0005253381864573914,-0.02276295133438,-0.025137700637601096,88.22202051394397,2.5137700637601124,1556546.5336407716,none,False,0.0
2024-08-13 04:00:00,12.46,12.6,12.24,12.43,542850.0,0.016445702927222472,-0.0016064257028112205,-0.021311391212322978,86.34188652122974,2.131139121232284,1156888.8719609452,none,False,0.0
2024-08-14 04:00:00,12.42,12.45,11.65,12.04,649724.0,0.0031547487270313646,-0.03137570394207567,-0.03661271512844108,83.18067562637577,3.6612715128441,2378815.97241112,none,False,0.0
2024-08-15 04:00:00,12.13,12.668,12.09,12.15,1154719.0,0.01714022988505759,0.00913621262458486,-0.011324784705577351,82.2386723832426,1.1324784705577406,1307694.4070439637,none,False,0.0
2024-08-16 04:00:00,12.09,12.37,11.78,11.81,943526.0,0.0022420308460049387,-0.027983539094650234,-0.032227005316996474,79.58836625108509,3.2227005316996737,3040701.741872466,none,False,0.0
2024-08-19 04:00:00,12.02,12.3623,11.83,11.975,804349.0,0.009561436741173823,0.013971210838272574,0.0017601578972580162,79.72845434247179,0.1760157897257919,141578.124450151,none,False,0.0
2024-08-20 04:00:00,12.02,12.2997,11.8,12.07,535218.0,-0.0016261324851235548,0.007933194154488676,0.007900442192856082,80.35834438713026,0.7900442192856127,422845.88695760706,none,False,0.0
2024-08-21 04:00:00,12.05,12.54,11.92,12.47,530788.0,0.003436549131913269,0.033140016570008424,0.02759624972677551,82.57593332646773,2.7596249726775435,1464775.819997568,none,False,0.0
2024-08-22 04:00:00,13.08,15.02,13.0606,14.52,5274204.0,-0.007848453497912966,0.16439454691259003,0.17113514281154193,96.70757746908916,17.113514281154195,90260165.47572058,surprising_positive,True,1.9593999999999987
2024-08-23 04:00:00,14.79,15.83,14.74,15.3,2238527.0,0.010625292150587828,0.053719008264462964,0.04034988862349599,100.60971744901504,4.034988862349609,9032431.513068883,none,False,0.0
2024-08-26 04:00:00,15.05,15.27,14.23,15.22,1260690.0,-0.0023837902264601807,-0.005228758169934622,-0.004436756887433779,100.16333659218036,0.4436756887433724,559337.5040418821,none,False,0.0
2024-08-27 04:00:00,15.19,15.19,14.54,14.77,945686.0,0.0013730630004100686,-0.029566360052562524,-0.0328639056954692,96.8715781442714,3.2863905695469264,3107893.5521525545,none,False,0.0
2024-08-28 04:00:00,14.62,15.07,13.89,14.35,1131937.0,-0.005805256784671253,-0.028436018957345932,-0.023919558080991492,94.5544528044522,2.3919558080991443,2707543.2815523213,none,False,0.0
2024-08-29 04:00:00,14.44,15.055,14.34,14.72,907599.0,8.955758552753323e-05,0.025783972125435595,0.023883594619318108,96.81275302468518,2.3883594619318105,2167672.6592898495,none,False,0.0
2024-08-30 04:00:00,14.87,14.98,14.31,14.56,678037.0,0.0095459837019789,-0.010869565217391353,-0.023063796652450924,94.57988337555989,2.306379665245095,1563810.7490837886,none,False,0.0
2024-09-03 04:00:00,14.5,14.5,13.46,13.64,768326.0,-0.02057905194436549,-0.06318681318681318,-0.04258824185168496,90.55189242805739,4.258824185168497,3272165.350893771,none,False,0.0
2024-09-04 04:00:00,13.45,13.51,10.9,12.01,2941404.0,-0.0020468048108969183,-0.11950146627565983,-0.11907629265101562,79.76930878519074,11.90762926510156,35025148.35088679,surprising_negative,True,2.6099999999999994
2024-09-05 04:00:00,12.31,12.85,12.04,12.3,887784.0,-0.002432162628187684,0.024146544546211457,0.024991201920077383,81.76283968806644,2.499120192007731,2218678.9205413917,none,False,0.0
2024-09-06 04:00:00,12.28,12.35,11.76,11.77,738606.0,-0.01683011590036576,-0.043089430894309055,-0.026571788183869426,79.59025483056347,2.6571788183869405,1962608.2183335046,none,False,0.0
2024-09-09 04:00:00,11.8,12.02,11.6,11.67,436834.0,0.011196239544007724,-0.008496176720475757,-0.022486804846424173,77.80052430251142,2.248680484642418,982300.090828286,none,False,0.0
2024-09-10 04:00:00,11.81,12.1396,11.35,11.62,615540.0,0.004355703592540339,-0.004284490145672781,-0.010828808533359699,76.95803732104453,1.0828808533359657,666556.4804624204,none,False,0.0
2024-09-11 04:00:00,11.7,12.26,11.49,12.2,395580.0,0.010258933289600813,0.04991394148020656,0.03694362415145912,79.80114612726716,3.694362415145913,1461415.8841834203,none,False,0.0
2024-09-12 04:00:00,12.19,12.2549,11.98,12.11,390322.0,0.008423217055661958,-0.007377049180327888,-0.0183490857067456,78.3368680574814,1.834908570674565,716205.1831228376,none,False,0.0
2024-09-13 04:00:00,12.09,12.3397,12.01,12.15,361550.0,0.005222772719955637,0.003303055326176807,-0.004185116778971159,78.00901911656199,0.4185116778971043,151312.89714369806,none,False,0.0
2024-09-16 04:00:00,12.07,12.101,11.65,11.88,479588.0,0.0014768420490738343,-0.022222222222222143,-0.025632737221064558,76.00943442867415,2.5632737221064517,1229315.317837589,none,False,0.0
2024-09-17 04:00:00,12.0,12.67,12.0,12.34,690597.0,0.0004086418875701714,0.03872053872053871,0.036472819929690925,78.78171284354882,3.6472819929690647,2518802.002498457,none,False,0.0
2024-09-18 04:00:00,12.38,12.53,11.95,11.96,471741.0,-0.002965883460315899,-0.030794165316045286,-0.029368522671728903,76.46801032378544,2.9368522671728625,1385433.6253683933,none,False,0.0
