epoch,step,train_loss,val_loss
0,1,,-0.05745166167616844
1,3,,-0.07473564893007278
2,5,,-0.09229093044996262
3,7,,-0.11054763942956924
4,9,,-0.12953487038612366
5,11,,-0.14982569217681885
6,13,,-0.17199549078941345
7,15,,-0.196122407913208
8,17,,-0.22292494773864746
9,19,,-0.2536522448062897
10,21,,-0.28894951939582825
11,23,,-0.32998430728912354
12,25,,-0.37798282504081726
13,27,,-0.4335063695907593
14,29,,-0.4989919066429138
15,31,,-0.5772925019264221
16,33,,-0.6748414039611816
17,35,,-0.7861595749855042
18,37,,-0.8955094218254089
19,39,,-1.008264422416687
20,41,,-1.1509100198745728
21,43,,-1.2584341764450073
22,45,,-1.2818241119384766
23,47,,-1.24936044216156
24,49,-0.9397584199905396,
24,49,,-1.2187772989273071
25,51,,-1.1984182596206665
26,53,,-1.1955890655517578
27,55,,-1.199836015701294
28,57,,-1.226076602935791
29,59,,-1.2832642793655396
30,61,,-1.3445703983306885
31,63,,-1.3880757093429565
32,65,,-1.4369226694107056
33,67,,-1.5211286544799805
34,69,,-1.5507961511611938
35,71,,-1.520969271659851
36,73,,-1.540701985359192
37,75,,-1.616708517074585
38,77,,-1.6485768556594849
39,79,,-1.5122971534729004
40,81,,-1.472372055053711
41,83,,-1.6331044435501099
42,85,,-1.6875669956207275
43,87,,-1.5599559545516968
44,89,,-1.4971177577972412
45,91,,-1.6949715614318848
46,93,,-1.7463651895523071
47,95,,-1.6140871047973633
48,97,,-1.5786385536193848
49,99,-1.5936684608459473,
49,99,,-1.7041176557540894
50,101,,-1.7015494108200073
51,103,,-1.5222907066345215
52,105,,-1.4812533855438232
53,107,,-1.6680632829666138
54,109,,-1.7780485153198242
55,111,,-1.4603776931762695
56,113,,-1.4323467016220093
57,115,,-1.7655049562454224
58,117,,-1.8072409629821777
59,119,,-1.656253457069397
60,121,,-1.404017686843872
61,123,,-1.3740652799606323
62,125,,-1.5821160078048706
63,127,,-1.622711181640625
64,129,,-1.3931809663772583
65,131,,-1.2783039808273315
66,133,,-1.6390817165374756
67,135,,-1.787062644958496
68,137,,-1.6099084615707397
69,139,,-1.3729567527770996
70,141,,-1.252562165260315
71,143,,-1.4024423360824585
72,145,,-1.6296391487121582
73,147,,-1.5634578466415405
74,149,-1.7573286294937134,
74,149,,-1.2931060791015625
75,151,,-1.066685676574707
76,153,,-1.2693883180618286
77,155,,-1.4002435207366943
78,157,,-1.431836485862732
79,159,,-1.296372890472412
80,161,,-1.2176589965820312
81,163,,-1.299023151397705
82,165,,-1.282666563987732
83,167,,-1.1916099786758423
84,169,,-1.1041111946105957
85,171,,-0.9107531905174255
86,173,,-1.0952775478363037
87,175,,-1.1023375988006592
88,177,,-1.0147932767868042
89,179,,-1.2366876602172852
90,181,,-1.327431082725525
91,183,,-1.0152884721755981
92,185,,-0.8624054193496704
93,187,,-1.0194780826568604
94,189,,-1.1537913084030151
95,191,,-0.6700214743614197
96,193,,-0.932079017162323
97,195,,-1.2203289270401
98,197,,-1.1557438373565674
99,199,-1.8948718309402466,
99,199,,-0.7768844366073608
100,201,,-0.696635901927948
101,203,,-0.8749957084655762
102,205,,-0.8775415420532227
103,207,,-0.6569821834564209
104,209,,-0.9132990837097168
105,211,,-0.8597216010093689
106,213,,-0.9149140119552612
107,215,,-0.9660980105400085
108,217,,-0.7330470085144043
109,219,,-0.6261382102966309
110,221,,-0.8939249515533447
111,223,,-1.0488300323486328
112,225,,-0.5772648453712463
113,227,,-0.2811492681503296
114,229,,-0.9378512501716614
115,231,,-1.1612484455108643
116,233,,-0.8459803462028503
117,235,,-0.20122882723808289
118,237,,-0.7676591873168945
119,239,,-1.1806843280792236
120,241,,-0.7861729264259338
121,243,,-0.09241069853305817
122,245,,-0.3519555628299713
123,247,,-1.1115853786468506
124,249,-1.9885640144348145,
124,249,,-1.1655676364898682
125,251,,-0.43247073888778687
126,253,,-0.051288291811943054
127,255,,-0.7569290399551392
128,257,,-1.050899863243103
129,259,,-0.7954000234603882
130,261,,-0.21822065114974976
131,263,,-0.24150846898555756
132,265,,-0.6887354850769043
133,267,,-0.8575058579444885
134,269,,-0.5723376274108887
135,271,,-0.3269394040107727
136,273,,-0.6770629286766052
137,275,,-0.8652831315994263
138,277,,-0.5014496445655823
139,279,,0.07686769962310791
140,281,,-0.33888959884643555
141,283,,-0.28775647282600403
142,285,,0.25648435950279236
143,287,,-0.07449474185705185
144,289,,-0.2480001598596573
145,291,,-0.04918142408132553
146,293,,0.07200787216424942
147,295,,0.354474276304245
148,297,,0.43057534098625183
149,299,-2.0797739028930664,
149,299,,0.9765055179595947
150,301,,1.267610788345337
151,303,,0.3993687033653259
152,305,,0.3642762303352356
153,307,,0.5770514011383057
154,309,,0.05489654839038849
155,311,,-0.16168859601020813
156,313,,0.19161434471607208
157,315,,0.8638878464698792
158,317,,1.0804945230484009
159,319,,1.4602985382080078
160,321,,1.82146155834198
161,323,,2.505913496017456
162,325,,1.4481624364852905
163,327,,0.27717626094818115
164,329,,0.7110313773155212
165,331,,1.5136804580688477
166,333,,1.4005402326583862
167,335,,1.4744755029678345
168,337,,1.6747280359268188
169,339,,1.4893794059753418
170,341,,1.573562741279602
171,343,,1.9785293340682983
172,345,,2.20503830909729
173,347,,2.027064085006714
174,349,-2.1345129013061523,
174,349,,2.320664167404175
175,351,,2.0210719108581543
176,353,,1.6605886220932007
177,355,,1.2642457485198975
178,357,,0.5672720074653625
179,359,,0.8247120380401611
180,361,,1.2161033153533936
181,363,,1.3247737884521484
182,365,,1.638210654258728
183,367,,1.9337334632873535
184,369,,1.6809298992156982
185,371,,2.3356399536132812
186,373,,1.5234017372131348
187,375,,1.6623519659042358
188,377,,2.1153218746185303
189,379,,2.1279501914978027
190,381,,2.1363437175750732
191,383,,2.000864267349243
192,385,,2.5822696685791016
193,387,,3.3394622802734375
194,389,,3.177293062210083
195,391,,2.6132450103759766
196,393,,2.5020320415496826
197,395,,1.895284652709961
198,397,,1.8329933881759644
199,399,-2.3109240531921387,
199,399,,2.856384515762329
